uid,id_tertiaire,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,tagline,director_id,name
3083,mr_smith_goes_to_washington_1939,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,1939-10-19,1500000.0,9600000.0,12,7.9,241,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.","Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",6533,Frank Capra
9344,kids_1995,Kids,Kids,1995-07-28,1500000.0,7412216.0,13,6.8,279,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",,6633,Larry Clark
10707,the_squid_and_the_whale_2005,The Squid and the Whale,The Squid and the Whale,2005-10-05,1500000.0,11098131.0,13,6.9,226,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents divorce in Brooklyn in the 1980's.",Joint custody blows.,6103,Noah Baumbach
15647,kissing_jessica_stein_2001,Kissing Jessica Stein,Kissing Jessica Stein,2001-04-21,1000000.0,10013424.0,3,5.9,48,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.","When it comes to love, sometimes she just can't think straight.",5552,Charles Herman-Wurmfeld
308529,kickboxer_vengeance_2016,Kickboxer: Vengeance,Kickboxer: Vengeance,2016-07-14,17000000.0,,6,4.5,99,"Eric and Kurt Sloane are the descendants of a well-known Venice, California-based family of martial artists.  Kurt, the younger of the two,  has always been in his brother Eric’s shadow, and despite his talent has been told he lacks the instinct needed to become a champion.  But when Kurt witnesses the merciless murder of his brother at the hands of Muay Thai champion Tong Po, he vows revenge.  He trains with his brother’s mentor for a fight to the death with Tong Po. At first it seems impossible to turn Kurt into the living weapon he must become to beat Tong Po, but through a series of tests and dangerous encounters, Kurt proves he has a deeper strength that will carry him through to his final showdown with Tong Po.",,5230,John Stockwell
4174,spellbound_1945,Spellbound,Spellbound,1945-12-28,1500000.0,7000000.0,11,7.3,160,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",The maddest love that ever possessed a woman.,5686,Alfred Hitchcock
20156,exotica_1994,Exotica,Exotica,1994-09-24,,,5,6.5,64,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's owner, Zoe. Meanwhile Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. Gradually, connections between the traumatic pasts of these characters are revealed.","In a world of temptation, obsession is the deadliest desire.",5599,Atom Egoyan
9464,buffalo_66_1998,Buffalo '66,Buffalo '66,1998-01-20,1500000.0,2375097.0,10,7.1,166,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,6110,Vincent Gallo
49018,insidious_2010,Insidious,Insidious,2010-09-13,1500000.0,97009150.0,58,6.8,1737,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",It's not the house that's haunted.,4794,James Wan
13820,repo_man_1984,Repo Man,Repo Man,1984-02-20,1500000.0,2300000.0,11,6.7,144,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",It’s 4 a.m. Do you know where your car is?,6729,Alex Cox
18079,nine_queens_2000,Nine Queens,Nueve Reinas,2000-08-31,1500000.0,,8,7.4,153,An Argentinian crime drama revolving around a sheet of rare stamps (the Nine Queens).,Sticky & Square,6730,Fabián Bielinsky
127918,the_gatekeepers_2012,The Gatekeepers,The Gatekeepers,2012-07-09,,,2,6.5,39,"In an unprecedented and candid series of interviews, six former heads of the Shin Bet — Israel's intelligence and security agency — speak about their role in Israel's decades-long counterterrorism campaign, discussing their controversial methods and whether the ends ultimately justify the means. (TIFF)",,6731,Dror Moreh
17113,the_ballad_of_jack_and_rose_2005,The Ballad of Jack and Rose,The Ballad of Jack and Rose,2005-03-25,1500000.0,712294.0,3,6.5,43,"Jack Slavin is an environmentalist with a heart condition who lives with his daughter, Rose, on an isolated island. While Jack fights against developers who wish to build in the area, he also craves more contact with other people. When he invites his girlfriend, Kathleen, and her sons, Rodney and Thaddius, to move in, Rose is upset. The complicated family dynamics makes things difficult for everyone in the house.","Selfhood begins with a walking away, and love is proved in the letting go.",6732,Rebecca Miller
129139,the_to_do_list_2013,The To Do List,The To Do List,2013-07-24,1500000.0,3566225.0,15,5.5,342,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",She's going from straight A's to getting her first F.,6733,Maggie Carey
507,killing_zoe_1993,Killing Zoe,Killing Zoe,1993-10-01,1500000.0,418961.0,5,6.1,111,"Zed (Eric Stoltz) is an American vault-cracker who travels to Paris to meet up with his old friend Eric (Jean-Hugues Anglade). Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",,6461,Roger Avary
4012,the_believer_2001,The Believer,The Believer,2001-01-19,1500000.0,416925.0,9,6.8,151,The movie tells the story of a young Jewish man who becomes fiercely anti-Semitic.,,6734,Henry Bean
14054,snow_angels_2008,Snow Angels,Snow Angels,2008-03-07,,414404.0,4,6.5,48,"Waitress Annie has separated from her suicidal alcoholic husband, Glenn. Glenn has become an evangelical Christian, but his erratic attempts at getting back into Annie's life have alarmed her. High school student Arthur works at Annie's restaurant, growing closer to a new kid in town, Lila, after class. When Glenn and Annie's daughter go missing, the whole town searches for her, as he increasingly spirals out of control.",Some will fall. Some will fly.,5231,David Gordon Green
323271,unsullied_2015,Unsullied,Unsullied,2015-08-28,,,0,3.0,1,"When car trouble strands track star Reagan Farrow in the Florida boondocks, she accepts an offer of help from a pair of charming strangers only to find herself trapped in a brutal backwoods nightmare. Held captive in an isolated cabin, Reagan manages to escape and take refuge in the forest. Relentlessly pursued by the savage sociopaths who kidnapped her, Reagan will need all of her inner strength and resourcefulness in order to survive in this gripping thriller.",The Hunt Is On,6735,Simeon Rice
10972,session_9_2001,Session 9,Session 9,2001-08-10,1500000.0,373967.0,11,6.2,251,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,Fear is a place.,5894,Brad Anderson
13066,i_want_someone_to_eat_cheese_with_2006,I Want Someone to Eat Cheese With,I Want Someone to Eat Cheese With,2006-01-01,,,1,5.7,12,"Life has its downs for James, living with his mom in Chicago at 39, an aging performer at Second City, eating and weighing too much. A woman he's been dating drops him, as does his agent, her brother. James turns down roles in local TV, roles that make him sad. Someone's remaking his favorite movie, ""Marty,"" a role he'd love, but he doesn't even get an audition.",,6736,Jeff Garlin
66025,mooz_lum_2011,Mooz-lum,Mooz-lum,2011-02-11,,330048.0,0,4.5,3,"Thanks to a strict Muslim upbringing that largely shielded him from the outside world, Tariq's first year of college proves transformative. That is, until the 9/11 terrorist attacks invite growing suspicion and distrust from his angry classmates.",,6737,Qasim Basir
11908,hatchet_2006,Hatchet,Hatchet,2006-04-27,,,12,5.7,159,"When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",Stay out of the swamp.,6738,Adam Green
3082,modern_times_1936,Modern Times,Modern Times,1936-02-05,,8500000.0,28,8.1,856,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",6739,Charlie Chaplin
